iter	Logloss	Accuracy
880	0.106541773	0.9713522792
881	0.1065414045	0.9713522792
882	0.1065402062	0.9713522792
883	0.1065364261	0.9713904253
884	0.1065318238	0.9713904253
885	0.1065312966	0.9713904253
886	0.1065174122	0.9713904253
887	0.1065173377	0.9713904253
888	0.1065099948	0.9713904253
889	0.1064927703	0.9713904253
890	0.1064897379	0.9713522792
891	0.106489619	0.9713522792
892	0.1064881983	0.9713522792
893	0.1064494147	0.9713904253
894	0.1064493347	0.9713904253
895	0.1064459184	0.9713904253
896	0.1064427079	0.9713904253
897	0.1064343543	0.9714285714
898	0.1064092987	0.9714285714
899	0.106408885	0.9714285714
900	0.1064077545	0.9714285714
901	0.1064038931	0.9714285714
902	0.1063287753	0.9715048636
903	0.106303854	0.9714285714
904	0.106115362	0.9713904253
905	0.1060737832	0.9714285714
906	0.1060670414	0.9715048636
907	0.1060492785	0.9714667175
908	0.1059673225	0.9715048636
909	0.1059671024	0.9715048636
910	0.1059641517	0.9715048636
911	0.1057576121	0.9717337402
912	0.1057035953	0.9717718863
913	0.1056970107	0.9717337402
914	0.1056945751	0.9717337402
915	0.1056941548	0.9717718863
916	0.1056922485	0.9718100324
917	0.1056891372	0.9718100324
918	0.1056882349	0.9718100324
919	0.1056878369	0.9717718863
920	0.1055706622	0.9717718863
921	0.1055600843	0.9718481785
922	0.1054982731	0.9718481785
923	0.1054364351	0.9719244707
924	0.1054089556	0.9719244707
925	0.105349303	0.9718481785
926	0.1053426143	0.9718481785
927	0.1053399627	0.9718100324
928	0.105338991	0.9718100324
929	0.1053312325	0.9718100324
930	0.1053276256	0.9718100324
931	0.1053085054	0.9718481785
932	0.1052819859	0.9718100324
933	0.1052803356	0.9718100324
934	0.1052096355	0.9718100324
935	0.1051441673	0.9718100324
936	0.1051405861	0.9717718863
937	0.1049034778	0.9715048636
938	0.1048688095	0.9716193019
939	0.1047304474	0.9716193019
940	0.1046917392	0.9715811558
941	0.1043817562	0.9713904253
942	0.1043067108	0.9714285714
943	0.1042908666	0.9715430097
944	0.1042873329	0.9715430097
945	0.1042751981	0.9715430097
946	0.1042634039	0.9716193019
947	0.1042632027	0.9716193019
948	0.1042624662	0.9716193019
949	0.1042214039	0.971657448
950	0.1042050192	0.971657448
951	0.1042032432	0.971657448
952	0.1041997785	0.9716193019
953	0.1041992384	0.9716193019
954	0.1041501284	0.9716955941
955	0.1041188782	0.9716193019
956	0.1041170072	0.9716193019
957	0.1040678551	0.9716955941
958	0.1040591052	0.9716955941
959	0.1040545185	0.9716955941
960	0.1040080622	0.971657448
961	0.1040067833	0.971657448
962	0.1040066621	0.971657448
963	0.1040066202	0.971657448
964	0.1040061579	0.9716955941
965	0.1040059139	0.9716955941
966	0.1040049294	0.9716955941
967	0.1040013155	0.971657448
968	0.1039974482	0.9716955941
969	0.1039913198	0.9717337402
970	0.1039904801	0.9717337402
971	0.1039872067	0.9717337402
972	0.1039852059	0.9716955941
973	0.1039844436	0.9716955941
974	0.1039830434	0.9716955941
975	0.103982073	0.9716955941
976	0.103977701	0.9717337402
977	0.1039747872	0.9717337402
978	0.1039744897	0.9717337402
979	0.103974097	0.9717337402
980	0.1039739928	0.9717337402
981	0.1039437239	0.9717718863
982	0.1039434113	0.9717718863
983	0.1039307717	0.9718100324
984	0.1039306318	0.9717718863
985	0.1039196981	0.9718481785
986	0.1039143035	0.9718481785
987	0.10389066	0.9718481785
988	0.1038407475	0.9718481785
989	0.1038099231	0.9718100324
990	0.1037972764	0.9718100324
991	0.1037902661	0.9718863246
992	0.1037463994	0.9719244707
993	0.1037216997	0.9718863246
994	0.1037125661	0.9718481785
995	0.1037114061	0.9718481785
996	0.1037112528	0.9718481785
997	0.103709598	0.9718481785
998	0.1037092158	0.9718481785
999	0.1037091883	0.9718481785
