iter	Passed	Remaining
299	170791	398513
300	171390	398013
301	171989	397512
302	172589	397011
303	173096	396300
304	173596	395572
305	174188	395056
306	174695	394345
307	175288	393829
308	175791	393112
309	176397	392627
310	176991	392113
311	177591	391612
312	178188	391102
313	178791	390607
314	179388	390098
315	179887	389375
316	180488	388875
317	181086	388367
318	181594	387666
319	182187	387149
320	182786	386641
321	183293	385941
322	183886	385420
323	184486	384916
324	185087	384411
325	185684	383900
326	186186	383190
327	186692	382491
328	187285	381970
329	187791	381273
330	188293	380568
331	188892	380061
332	189483	379536
333	189991	378844
334	190583	378321
335	191091	377632
336	191682	377109
337	192283	376602
338	192887	376101
339	193481	375582
340	194083	375075
341	194682	374564
342	195281	374052
343	195884	373547
344	196481	373030
345	196992	372349
346	197590	371835
347	198183	371308
348	198783	370797
349	199390	370297
350	199982	369768
351	200483	369072
352	201082	368555
353	201681	368040
354	202280	367523
355	202877	367002
356	203387	366325
357	203981	365798
358	204578	365278
359	205180	364764
360	205687	364083
361	206278	363552
362	206880	363038
363	207480	362520
364	208083	362007
365	208676	361478
366	209184	360800
367	209775	360267
368	210375	359748
369	210883	359071
370	211476	358540
371	212075	358020
372	212675	357500
373	213183	356825
374	213876	356461
375	214382	355782
376	214883	355098
377	215475	354565
378	216074	354043
379	216582	353370
380	217181	352848
381	217773	352314
382	218273	351630
383	218872	351108
384	219464	350573
385	220064	350051
386	220665	349529
387	221173	348861
388	221771	348334
389	222364	347800
390	222865	347122
391	223464	346597
392	224063	346072
393	224664	345549
394	225262	345022
395	225862	344497
396	226462	343971
397	227063	343448
398	227661	342919
399	228166	342250
400	228864	341869
401	229461	341338
402	230059	340808
403	230567	340144
404	231162	339608
405	231767	339088
406	232261	338405
407	232859	337874
408	233368	337214
409	233960	336674
410	234559	336145
411	235162	335619
412	235668	334957
413	236265	334424
414	236858	333884
415	237465	333364
416	238060	332827
417	238657	332293
418	239256	331761
419	239757	331093
420	240264	330434
421	240858	329895
422	241364	329237
423	241966	328708
424	242655	328298
425	243256	327767
426	243758	327105
427	244357	326571
428	244958	326040
429	245462	325380
430	245957	324709
431	246554	324173
432	247154	323641
433	247655	322979
434	248253	322444
435	248853	321911
436	249353	321250
437	249852	320587
438	250351	319925
439	250852	319266
440	251359	318616
441	251859	317958
442	252451	317416
443	253050	316882
444	253559	316236
445	254150	315694
446	254751	315162
447	255350	314627
448	255857	313980
449	256550	313561
450	257059	312917
451	257657	312380
452	258248	311836
453	258750	311184
454	259255	310537
455	259948	310113
456	260548	309579
457	261146	309041
458	261549	308274
459	262147	307738
460	262648	307087
461	263246	306551
462	263853	306024
463	264446	305481
464	265047	304947
465	265645	304409
466	266145	303759
467	266644	303109
468	267153	302470
469	267745	301925
470	268348	301393
471	268943	300852
472	269451	300213
473	270043	299669
474	270645	299133
475	271142	298484
476	271650	297846
477	272244	297304
478	272750	296665
479	273343	296122
480	273849	295483
481	274449	294947
482	275042	294403
483	275541	293758
484	276141	293222
485	276741	292685
486	277342	292149
487	277942	291612
488	278538	291069
489	279048	290437
490	279648	289900
491	280239	289353
492	280747	288719
493	281345	288179
494	281847	287541
495	282437	286992
496	282940	286355
497	283636	285914
498	284136	285275
499	284645	284645
500	285238	284099
501	285743	283467
502	286342	282927
503	286938	282383
504	287443	281751
505	287943	281114
506	288635	280665
507	289137	280031
508	289734	279488
509	290242	278860
510	290833	278312
511	291533	277867
512	292035	277234
513	292633	276691
514	293133	276057
515	293734	275518
516	294431	275068
517	295133	274622
518	295841	274180
519	296432	273630
520	297037	273092
521	297632	272544
522	298138	271915
523	298729	271365
524	299239	270740
525	299829	270188
526	300337	269562
527	301030	269102
528	301631	268560
529	302227	268013
530	302735	267388
531	303327	266837
532	303927	266292
533	304435	265668
534	305034	265123
535	305627	264573
536	306133	263947
537	306629	263314
538	307233	262773
539	307826	262222
540	308428	261679
541	309026	261132
542	309625	260586
543	310225	260041
544	310732	259418
545	311323	258865
546	311922	258320
547	312431	257698
548	313022	257146
549	313625	256602
550	314225	256056
551	314821	255507
552	315328	254886
553	315829	254259
554	316428	253713
555	317023	253162
556	317620	252613
557	318122	251989
558	318720	251441
559	319320	250894
560	319920	250347
561	320426	249727
562	320926	249103
563	321518	248549
564	322118	248002
565	322718	247455
566	323225	246837
567	323816	246283
568	324417	245736
569	325016	245187
570	325524	244570
571	326124	244023
572	326723	243474
573	327316	242921
574	327916	242372
575	328517	241825
576	329116	241275
577	329716	240727
578	330316	240178
579	330925	239635
580	331423	239013
581	332114	238529
582	332713	237978
583	333313	237428
584	333820	236812
585	334411	236256
586	335014	235708
587	335611	235156
588	336111	234536
589	336617	233920
590	337215	233368
591	337812	232817
592	338413	232266
593	339012	231715
594	339617	231168
595	340208	230611
596	340709	229992
597	341217	229380
598	341810	228824
599	342407	228271
600	342915	227659
601	343506	227102
602	344106	226551
603	344705	225998
604	345206	225382
605	345713	224770
606	346306	224214
607	346904	223662
608	347506	223111
609	348113	222564
610	348711	222010
611	349211	221395
612	349803	220838
613	350311	220228
614	350903	219671
615	351410	219060
616	352001	218503
617	352508	217893
618	353108	217341
619	353601	216723
620	354008	216053
621	354608	215501
622	355207	214949
623	355808	214397
624	356407	213844
625	356906	213231
626	357598	212734
627	358198	212181
628	358797	211627
629	359397	211074
630	359904	210467
631	360505	209914
632	361098	209357
633	361604	208749
634	362196	208191
635	362697	207581
636	363295	207027
637	363795	206416
638	364303	205811
639	364897	205254
640	365593	204755
641	366002	204094
642	366592	203535
643	367101	202931
644	367694	202374
645	368300	201823
646	368893	201266
647	369491	200711
648	369999	200107
649	370591	199549
650	371189	198994
651	371691	198387
652	372291	197833
653	372891	197279
654	373397	196674
655	373991	196117
656	374588	195561
657	375188	195007
658	375788	194452
659	376388	193897
660	376891	193292
661	377587	192786
662	378096	192184
663	378687	191625
664	379287	191069
665	379894	190517
666	380485	189957
667	380992	189355
668	381585	188796
669	382186	188241
670	382784	187684
671	383384	187128
672	383891	186526
673	384491	185970
674	385090	185414
675	385683	184854
676	386182	184249
677	386691	183650
678	387283	183089
679	387881	182532
680	388383	181929
681	388980	181372
682	389480	180769
683	390080	180212
684	390581	179610
685	391177	179052
686	391586	178408
687	392181	177849
688	392686	177250
689	393279	176690
690	393787	176093
691	394377	175532
692	394978	174976
693	395576	174418
694	396076	173817
695	396584	173220
696	397177	172660
697	397775	172103
698	398283	171507
699	398882	170949
700	399573	170431
701	400173	169874
702	400773	169316
703	401281	168720
704	401874	168160
705	402472	167602
706	402972	167002
707	403573	166445
708	404171	165887
709	404679	165291
710	405272	164730
711	405870	164172
712	406377	163577
713	406974	163017
714	407477	162421
715	408171	161900
716	408768	161341
717	409270	160743
718	409776	160149
719	410369	159588
720	410967	159029
721	411574	158473
722	412170	157913
723	412766	157353
724	413366	156794
725	413965	156234
726	414566	155676
727	415165	155116
728	415765	154557
729	416365	153998
730	417062	153474
731	417665	152915
732	418272	152358
733	418872	151798
734	419464	151235
735	420060	150673
736	420662	150114
737	421263	149554
738	421864	148994
739	422462	148432
740	423060	147871
741	423661	147310
742	424159	146714
743	424667	146121
744	425266	145561
745	425766	144966
746	426360	144403
747	426958	143841
748	427461	143248
749	428056	142685
750	428556	142091
751	429064	141499
752	429663	140938
753	430255	140375
754	430756	139781
755	431263	139190
756	431954	138659
757	432456	138066
758	433053	137504
759	433655	136943
760	434253	136381
761	434853	135820
762	435451	135258
763	435952	134665
764	436554	134104
765	437251	133572
766	437849	133010
767	438349	132417
768	438850	131826
769	439350	131234
770	439949	130672
771	440449	130080
772	441049	129519
773	441648	128956
774	442156	128367
775	442755	127805
776	443348	127241
777	443954	126681
778	444547	126116
779	445054	125528
780	445647	124963
781	446344	124428
782	446844	123838
783	447352	123250
784	447945	122685
785	448551	122124
786	449243	121586
787	449843	121023
788	450442	120460
789	450949	119872
790	451541	119307
791	452141	118744
792	452550	118131
793	453241	117591
794	453841	117028
795	454342	116439
796	454842	115850
797	455439	115286
798	456039	114723
799	456546	114136
800	457046	113548
801	457546	112960
802	458137	112394
803	458736	111831
804	459244	111245
805	459736	110656
806	460436	110116
807	460943	109531
808	461536	108965
809	462134	108401
810	462635	107815
811	463233	107251
812	463741	106666
813	464332	106100
814	464935	105537
815	465532	104972
816	466033	104386
817	466631	103822
818	467135	103237
819	467731	102672
820	468332	102108
821	468931	101544
822	469537	100981
823	470229	100437
824	470828	99872
825	471428	99308
826	471929	98722
827	472526	98157
828	473027	97572
829	473629	97008
830	474228	96443
831	474827	95878
832	475327	95293
833	475932	94730
834	476532	94165
835	477125	93598
836	477624	93014
837	478130	92431
838	478723	91864
839	479226	91281
840	479820	90715
841	480330	90133
842	480829	89549
843	481420	88983
844	481930	88401
845	482521	87834
846	483127	87270
847	483627	86687
848	484220	86121
849	484722	85539
850	485318	84973
851	485818	84390
852	486420	83826
853	487017	83260
854	487524	82679
855	488125	82114
856	488716	81547
857	489316	80982
858	489915	80416
859	490415	79835
860	490921	79254
861	491515	78688
862	492114	78122
863	492715	77557
864	493314	76991
865	493912	76425
866	494421	75845
867	495019	75279
868	495612	74712
869	496112	74131
870	496710	73565
871	497310	72999
872	497810	72419
873	498410	71853
874	499009	71287
875	499610	70721
876	500209	70154
877	500809	69588
878	501409	69022
879	502104	68468
880	502615	67890
881	503209	67322
882	503709	66742
883	504307	66176
884	504809	65596
885	505407	65029
886	506003	64462
887	506506	63883
888	507012	63305
889	507605	62737
890	508203	62170
891	508712	61592
892	509303	61025
893	509904	60458
894	510503	59891
895	511099	59324
896	511607	58746
897	512101	58167
898	512698	57600
899	513205	57022
900	513705	56444
901	514204	55866
902	514895	55309
903	515495	54742
904	516095	54175
905	516603	53598
906	517203	53031
907	517794	52463
908	518302	51887
909	518893	51319
910	519400	50742
911	519994	50174
912	520590	49607
913	521099	49031
914	521692	48463
915	522200	47887
916	522790	47319
917	523291	46742
918	523791	46166
919	524396	45599
920	524990	45031
921	525589	44464
922	526187	43896
923	526687	43320
924	527195	42745
925	527788	42177
926	528287	41601
927	528885	41034
928	529485	40466
929	529992	39891
930	530583	39323
931	531092	38749
932	531785	38188
933	532387	37620
934	532983	37052
935	533589	36484
936	534181	35916
937	534781	35348
938	535383	34779
939	536084	34218
940	536782	33655
941	537387	33087
942	538078	32524
943	538680	31955
944	539185	31381
945	539779	30811
946	540378	30242
947	540884	29668
948	541476	29099
949	542077	28530
950	542583	27956
951	543176	27387
952	543775	26817
953	544376	26248
954	544976	25679
955	545575	25110
956	546172	24540
957	546773	23971
958	547372	23401
959	547972	22832
960	548478	22258
961	549070	21688
962	549569	21115
963	550078	20542
964	550669	19972
965	551176	19399
966	551769	18829
967	552269	18256
968	552867	17687
969	553367	17114
970	553967	16544
971	554565	15975
972	555067	15402
973	555664	14832
974	556172	14260
975	556766	13690
976	557362	13121
977	557865	12549
978	558371	11977
979	559065	11409
980	559663	10839
981	560262	10269
982	560763	9697
983	561361	9127
984	561966	8557
985	562561	7987
986	563068	7416
987	563660	6846
988	564259	6275
989	564859	5705
990	565457	5135
991	566057	4564
992	566565	3993
993	567155	3423
994	567657	2852
995	568255	2282
996	568764	1711
997	569455	1141
998	570055	570
999	570654	0
