iter	Passed	Remaining
707	385755	159097
708	386262	158536
709	386856	158011
710	387453	157488
711	387954	156925
712	388553	156402
713	389062	155842
714	389652	155316
715	390156	154754
716	390753	154230
717	391259	153670
718	391750	153104
719	392250	152542
720	392758	151982
721	393359	151459
722	394050	150970
723	394557	150411
724	395150	149884
725	395451	149247
726	396050	148723
727	396649	148198
728	397250	147674
729	397846	147148
730	398354	146590
731	398947	146062
732	399455	145504
733	400048	144976
734	400648	144451
735	401247	143925
736	401854	143402
737	402446	142874
738	402847	142277
739	403445	141750
740	404043	141224
741	404553	140666
742	405146	140138
743	405751	139613
744	406349	139086
745	406943	138557
746	407443	137996
747	407949	137437
748	408640	136940
749	409143	136381
750	409745	135854
751	410345	135326
752	410937	134796
753	411538	134268
754	412147	133743
755	412738	133211
756	413339	132683
757	413945	132156
758	414536	131624
759	415037	131064
760	415545	130506
761	416137	129974
762	416737	129445
763	417335	128915
764	417836	128355
765	418435	127824
766	418942	127266
767	419534	126734
768	420136	126204
769	420740	125675
770	421333	125143
771	421839	124584
772	422531	124081
773	423132	123550
774	423639	122992
775	424232	122458
776	424830	121926
777	425330	121366
778	425930	120835
779	426531	120303
780	427130	119771
781	427636	119213
782	428229	118679
783	428827	118146
784	429337	117589
785	429928	117054
786	430429	116494
787	431025	115961
788	431534	115403
789	432033	114844
790	432533	114285
791	433128	113750
792	433633	113193
793	434324	112683
794	434824	112124
795	435423	111590
796	435925	111032
797	436528	110499
798	437124	109965
799	437721	109430
800	438222	108871
801	438822	108337
802	439422	107803
803	440022	107269
804	440720	106758
805	441222	106199
806	441826	105666
807	442518	105152
808	443019	104594
809	443721	104082
810	444420	103570
811	445016	103033
812	445516	102474
813	446117	101938
814	446623	101380
815	447222	100844
816	447822	100307
817	448416	99770
818	449016	99233
819	449616	98696
820	450215	98159
821	450820	97622
822	451413	97084
823	451920	96526
824	452519	95988
825	453110	95449
826	453710	94911
827	454218	94354
828	454810	93814
829	455317	93257
830	455909	92718
831	456409	92159
832	456917	91602
833	457606	91082
834	458107	90524
835	458609	89966
836	459209	89427
837	459715	88870
838	460214	88312
839	460806	87772
840	461407	87234
841	461906	86676
842	462413	86119
843	463005	85579
844	463511	85022
845	464204	84500
846	464711	83944
847	465305	83403
848	465902	82863
849	466509	82325
850	467102	81784
851	467700	81243
852	468202	80686
853	468702	80129
854	469300	79588
855	469801	79031
856	470300	78474
857	470800	77917
858	471299	77361
859	471806	76805
860	472299	76248
861	472901	75708
862	473297	75135
863	473895	74594
864	474396	74038
865	474997	73498
866	475596	72957
867	476196	72416
868	476795	71875
869	477301	71320
870	477893	70778
871	478395	70223
872	478900	69668
873	479492	69125
874	480093	68584
875	480600	68030
876	481192	67487
877	481698	66932
878	482290	66390
879	482790	65835
880	483297	65280
881	483896	64739
882	484497	64197
883	485090	63654
884	485688	63112
885	486188	62557
886	486794	62015
887	487388	61472
888	487893	60918
889	488485	60374
890	488993	59820
891	489585	59277
892	490186	58734
893	490784	58191
894	491392	57649
895	492086	57117
896	492691	56574
897	493390	56042
898	493988	55498
899	494685	54965
900	495193	54410
901	495782	53865
902	496380	53321
903	496986	52777
904	497678	52242
905	498282	51698
906	498981	51163
907	499582	50618
908	500188	50073
909	500881	49537
910	501583	49002
911	502279	48465
912	502879	47919
913	503571	47381
914	504173	46835
915	504779	46289
916	505478	45752
917	506179	45214
918	506874	44675
919	507472	44128
920	508077	43581
921	508666	43032
922	509168	42476
923	509870	41937
924	510566	41397
925	511078	40842
926	511863	40308
927	512565	39767
928	513164	39219
929	513763	38670
930	514379	38122
931	514971	37572
932	515761	37037
933	516370	36488
934	517066	35945
935	517757	35402
936	518363	34852
937	518969	34302
938	519664	33758
939	520262	33208
940	520960	32663
941	521661	32119
942	522353	31573
943	522854	31016
944	523356	30459
945	524053	29914
946	524553	29357
947	525052	28800
948	525556	28243
949	526152	27692
950	526658	27135
951	527251	26584
952	527657	26023
953	528251	25471
954	528849	24919
955	529356	24363
956	529949	23811
957	530549	23259
958	531147	22708
959	531654	22152
960	532253	21600
961	532848	21048
962	533446	20495
963	533952	19940
964	534556	19388
965	535252	18839
966	536052	18293
967	536949	17750
968	537550	17197
969	538142	16643
970	538743	16090
971	539348	15536
972	539841	14980
973	540342	14423
974	540846	13867
975	541448	13314
976	542039	12760
977	542545	12204
978	543138	11650
979	543736	11096
980	544243	10540
981	544836	9986
982	545343	9431
983	545944	8877
984	546542	8322
985	547135	7768
986	547641	7213
987	548241	6658
988	548842	6104
989	549440	5549
990	550033	4995
991	550631	4440
992	551231	3885
993	551738	3330
994	552330	2775
995	552929	2220
996	553532	1665
997	554128	1110
998	554627	555
999	555227	0
