iter	Logloss	Accuracy
264	0.1529992607	0.9526606904
265	0.1529782637	0.9526988365
266	0.1529678421	0.9525843982
267	0.1529582939	0.9526225443
268	0.1529562401	0.9526225443
269	0.1529474189	0.9526988365
270	0.1529236015	0.9526606904
271	0.1527894014	0.9528132748
272	0.1527630716	0.9527751287
273	0.1527322207	0.9527751287
274	0.1526560985	0.9528132748
275	0.1526358967	0.9527369826
276	0.1526109352	0.9527369826
277	0.1526027749	0.9528132748
278	0.1525333068	0.9530040053
279	0.1525055093	0.9530802975
280	0.1524730393	0.9531184436
281	0.1523798151	0.953271028
282	0.1523257912	0.9533854663
283	0.1523186908	0.9533473202
284	0.1522800175	0.9533091741
285	0.1522749281	0.9533091741
286	0.1522610726	0.9533091741
287	0.1522324681	0.9533473202
288	0.1522265318	0.9534236124
289	0.1522051835	0.9534617585
290	0.1521947705	0.9534999046
291	0.152175501	0.9534617585
292	0.1521530306	0.9534617585
293	0.1521367337	0.9534999046
294	0.1521011557	0.9534999046
295	0.1519492159	0.9535380507
296	0.1519311725	0.9535761968
297	0.1519075563	0.9535761968
298	0.1518811856	0.9536143429
299	0.1518747556	0.9536143429
300	0.1518685344	0.9536143429
301	0.1518575144	0.953652489
302	0.1517907615	0.953652489
303	0.1517746226	0.953652489
304	0.1517243878	0.9535761968
305	0.1516034065	0.9536906351
306	0.1515988368	0.9536143429
307	0.151584754	0.9536906351
308	0.1515733629	0.9536906351
309	0.1515197242	0.9536906351
310	0.1515126819	0.9536906351
311	0.1514070956	0.953652489
312	0.1513987883	0.953652489
313	0.1513703267	0.9536143429
314	0.1513361466	0.9536906351
315	0.1512906449	0.9537669273
316	0.151261828	0.9538050734
317	0.1512421902	0.9538050734
318	0.1511918633	0.9537287812
319	0.1511766352	0.9537287812
320	0.1511488056	0.9538050734
321	0.1511292213	0.9538050734
322	0.1511256695	0.9537669273
323	0.151105194	0.9537669273
324	0.1510815099	0.9538050734
325	0.1510596817	0.9538050734
326	0.151057694	0.9538813656
327	0.1509806511	0.9538813656
328	0.1508866554	0.9539195117
329	0.1508770543	0.9538813656
330	0.1508707518	0.9538813656
331	0.1507244589	0.9541102422
332	0.150722547	0.9541102422
333	0.1506993521	0.9541102422
334	0.1506575362	0.9541483883
335	0.1506359571	0.9541102422
336	0.1506184017	0.9540720961
337	0.1505781091	0.9540720961
338	0.1505003654	0.95403395
339	0.1504388292	0.9540720961
340	0.1504155546	0.9541102422
341	0.1502906168	0.9541483883
342	0.1502718968	0.9540720961
343	0.1502582816	0.9541483883
344	0.1502149076	0.9541483883
345	0.150146567	0.9541865344
346	0.1501422193	0.9541865344
347	0.1501111713	0.9541865344
348	0.1500809782	0.9540720961
349	0.1500647942	0.95403395
350	0.1500555694	0.9540720961
351	0.1500476751	0.9541102422
352	0.1500214308	0.9541102422
353	0.1500090047	0.9542246805
354	0.1500071818	0.9542246805
355	0.1499728679	0.9542246805
356	0.1499649236	0.9542246805
357	0.1499559575	0.9542246805
358	0.1498841123	0.9543391188
359	0.1498787798	0.9543009727
360	0.1498741331	0.9543009727
361	0.1498704945	0.9543009727
362	0.1498504886	0.9542246805
363	0.1497833843	0.9542246805
364	0.1497705606	0.9541865344
365	0.1497567671	0.9543009727
366	0.1497537143	0.9543009727
367	0.1497352504	0.9543009727
368	0.1497160198	0.9543772649
369	0.1497055662	0.9543009727
370	0.1496296268	0.954415411
371	0.149625667	0.954415411
372	0.149587479	0.954415411
373	0.1495636086	0.954415411
374	0.1495261802	0.954415411
375	0.1495190491	0.9544535571
376	0.1494793525	0.9545679954
377	0.1494695711	0.9544917032
378	0.1494350772	0.9544535571
379	0.1494224564	0.954415411
380	0.1494190753	0.954415411
381	0.1494112376	0.954415411
382	0.1494025251	0.9544535571
383	0.1493628437	0.9545298493
384	0.1493588582	0.9545298493
385	0.1493226266	0.9546442876
386	0.1493037282	0.9545679954
387	0.1492178145	0.9546824337
388	0.1492012195	0.9547205798
389	0.1491912906	0.9547205798
390	0.1491775652	0.9546824337
391	0.1491764664	0.9546824337
392	0.1491719442	0.9546824337
393	0.1491688924	0.9547205798
394	0.1491633388	0.9547205798
395	0.1491599667	0.9547205798
396	0.1491576336	0.9547205798
397	0.1491372	0.9549113103
398	0.1491058193	0.954796872
399	0.1491045458	0.954796872
400	0.1491027188	0.954796872
401	0.1490899397	0.954796872
402	0.149078881	0.9548731642
403	0.1490381455	0.9549494564
404	0.1490321993	0.9549494564
405	0.1490258289	0.9549113103
406	0.1490175862	0.9549113103
407	0.1490046683	0.9549113103
408	0.1489942406	0.9549113103
409	0.1489910146	0.9549113103
410	0.1489907872	0.9549113103
411	0.148971035	0.9549494564
412	0.1489639068	0.9549494564
413	0.148929691	0.9549876025
414	0.1489022713	0.9549876025
415	0.1489010551	0.9549876025
416	0.1489009201	0.9549876025
417	0.1488955363	0.9549876025
418	0.1488535269	0.9551020408
419	0.1488157246	0.9549876025
420	0.1487940013	0.9549876025
421	0.1487923755	0.9550257486
422	0.1487780604	0.9550257486
423	0.1487623587	0.9549876025
424	0.1487436877	0.9550257486
425	0.1487427746	0.9550257486
426	0.1487407569	0.9550257486
427	0.1487332769	0.9550638947
428	0.1487314062	0.9550638947
429	0.1487077814	0.9550257486
430	0.1487013216	0.9549876025
431	0.1487012299	0.9549876025
432	0.1486999213	0.9549876025
433	0.1486749175	0.9550257486
434	0.1486576736	0.9549876025
435	0.1485366361	0.9551020408
436	0.1485363508	0.9551020408
437	0.1485229525	0.9551020408
438	0.148501263	0.9551401869
439	0.1484624329	0.955178333
440	0.1484562268	0.955178333
441	0.1484225234	0.955178333
442	0.1484109655	0.9552546252
443	0.1483890608	0.955178333
444	0.1483825452	0.9552164791
445	0.1483440475	0.955178333
446	0.1482922607	0.955178333
447	0.1482670635	0.9552546252
448	0.1482231052	0.955178333
449	0.148187716	0.9552927713
450	0.1481859571	0.9552927713
451	0.1481652249	0.955178333
452	0.1481629701	0.9552164791
453	0.1481313075	0.9552164791
454	0.1480976071	0.9552927713
455	0.1480785403	0.9553309174
456	0.1480761505	0.9552927713
457	0.1480622897	0.9553309174
458	0.1480362125	0.9553309174
459	0.1480306288	0.9553309174
460	0.1480173567	0.9553309174
461	0.1480165003	0.9553309174
462	0.1480064193	0.9553309174
463	0.1479737455	0.9553309174
464	0.1479678039	0.9553690635
465	0.147963567	0.9553309174
466	0.1479630954	0.9553309174
467	0.1479366139	0.9553690635
468	0.147891227	0.9554072096
469	0.1478791911	0.9554072096
470	0.1478767653	0.9554072096
471	0.1478734553	0.9554072096
472	0.1478712365	0.9554072096
473	0.1478397935	0.9554072096
474	0.1478384698	0.9554072096
475	0.1477820138	0.9554072096
476	0.1477800217	0.9553690635
477	0.1477722824	0.9554072096
478	0.1477501762	0.9553309174
479	0.1477455261	0.9554072096
480	0.1477140582	0.9553690635
481	0.147689376	0.9554072096
482	0.1476551364	0.9555216479
483	0.147639706	0.955559794
484	0.1476383401	0.955559794
485	0.1476379537	0.955559794
486	0.1476086288	0.9555979401
487	0.1475828629	0.9556360862
488	0.1475806236	0.9556360862
489	0.1475779165	0.9556360862
490	0.1475650611	0.9555979401
491	0.1475613888	0.9555979401
492	0.1475377185	0.9555979401
493	0.1474447396	0.9556360862
494	0.147402837	0.9557123784
495	0.1474018014	0.9557123784
496	0.1473977794	0.9557123784
497	0.1473840844	0.9557123784
498	0.1473433917	0.9556742323
499	0.1473402261	0.9556742323
500	0.1473104278	0.9556742323
501	0.1472799815	0.9555979401
502	0.147262765	0.955559794
503	0.1472513432	0.955559794
504	0.1472289901	0.9555979401
505	0.1472146085	0.9555979401
506	0.1472141369	0.9555979401
507	0.1472129755	0.9555979401
508	0.1472105389	0.9555979401
509	0.1472089036	0.9555979401
510	0.1471857018	0.9556360862
511	0.1471818895	0.9556742323
512	0.1471794969	0.9556742323
513	0.147094072	0.9556360862
514	0.1470868695	0.9556360862
515	0.1470770857	0.9556360862
516	0.1470752122	0.9556360862
517	0.1470679077	0.9556360862
518	0.1470443989	0.9555979401
519	0.14700354	0.9556360862
520	0.1470004066	0.9556360862
521	0.1469983816	0.9556360862
522	0.1469754055	0.9555979401
523	0.1469750228	0.9555979401
524	0.1469720335	0.9556360862
525	0.1469697161	0.9556360862
526	0.1469625681	0.9556360862
527	0.1469497078	0.9556360862
528	0.1469311874	0.9556742323
529	0.1469301714	0.9556742323
530	0.1469018445	0.9556360862
531	0.1468491193	0.9557505245
532	0.1468476509	0.9557505245
533	0.146839092	0.9557886706
534	0.1468365682	0.9557886706
535	0.1468177557	0.9558268167
536	0.1468142808	0.9558268167
537	0.1467963512	0.9558268167
538	0.1467510243	0.955941255
539	0.1467455446	0.9559031089
540	0.1466984362	0.9558649628
541	0.146696303	0.9558649628
542	0.1466331281	0.9560175472
543	0.1466321868	0.9560175472
544	0.1466289374	0.9560175472
545	0.1465844015	0.955941255
546	0.1465799529	0.9559794011
547	0.1465765953	0.9559794011
548	0.1465710045	0.9559794011
549	0.1465669072	0.9559794011
550	0.146565126	0.9559794011
551	0.1465578311	0.9560175472
552	0.1465090312	0.9560175472
553	0.1465078036	0.9560175472
554	0.1464427731	0.9560556933
555	0.1464325904	0.9560556933
556	0.1464303743	0.9560175472
557	0.1464296779	0.9560175472
558	0.1464179478	0.9559794011
559	0.1464059319	0.955941255
560	0.1463516308	0.9561701316
561	0.1463474769	0.9562082777
562	0.1462963341	0.9562082777
563	0.1462916227	0.9561701316
564	0.1462903913	0.9561701316
565	0.146288528	0.9561701316
566	0.1461863528	0.9562464238
567	0.1461856392	0.9562464238
568	0.1461597914	0.9562082777
569	0.1461553125	0.9562464238
570	0.1461536514	0.9562845699
571	0.1461455138	0.9562845699
572	0.1460843932	0.9563608621
573	0.1460828581	0.9563608621
574	0.1460471576	0.9564371543
575	0.1460457367	0.9564371543
576	0.1460444022	0.9564371543
577	0.146033165	0.9564371543
578	0.1460236603	0.9563990082
579	0.1460215016	0.9563990082
580	0.1460201949	0.9563990082
581	0.1460189062	0.9563990082
582	0.1459969274	0.9563608621
583	0.1459893013	0.9563990082
584	0.1459877713	0.9563990082
585	0.1459753048	0.9563608621
586	0.1459750176	0.9563608621
587	0.1459660818	0.9563990082
588	0.1459605981	0.9563990082
589	0.1459592864	0.9563990082
590	0.1459329054	0.9564753004
591	0.1459293679	0.9564753004
592	0.1459053924	0.9565134465
593	0.1459036101	0.9565134465
594	0.1459032701	0.9565134465
595	0.1458948361	0.9565134465
596	0.1458940584	0.9565134465
597	0.1458928981	0.9565134465
598	0.1458583254	0.9565134465
599	0.1458470524	0.9565515926
600	0.1458467497	0.9565515926
601	0.1458381493	0.9565515926
602	0.1458375142	0.9565515926
603	0.145813918	0.9565134465
604	0.1458129932	0.9565134465
605	0.1458010616	0.9565134465
606	0.1457908937	0.9565134465
607	0.1457877636	0.9565515926
608	0.1457877275	0.9565515926
609	0.1457866617	0.9564753004
610	0.1457826516	0.9564753004
611	0.1457825805	0.9564753004
612	0.1457812054	0.9565134465
613	0.1457740971	0.9566278848
614	0.1457631652	0.9566278848
615	0.1457582594	0.9566278848
616	0.1457447619	0.9565515926
617	0.1457270691	0.9566278848
618	0.145726151	0.9566278848
619	0.1457233561	0.9565897387
620	0.1457021212	0.9566660309
621	0.14569871	0.9566660309
622	0.1456985272	0.9566660309
623	0.1456984977	0.9566660309
624	0.1456913713	0.9566278848
625	0.1456913466	0.9566278848
626	0.1456896201	0.9566278848
627	0.1456886481	0.9566278848
628	0.1456760561	0.9565897387
629	0.1456744675	0.9566278848
630	0.1456736308	0.9566278848
631	0.1456547037	0.9566660309
632	0.1456487798	0.9567423231
633	0.1456477902	0.9567423231
634	0.1456473069	0.9567423231
635	0.1456417385	0.956704177
636	0.1456106872	0.9567423231
637	0.1455640802	0.9566660309
638	0.1455623373	0.9567423231
639	0.145553496	0.9567423231
640	0.1455456937	0.956704177
641	0.1455395029	0.9567423231
642	0.1455387541	0.9567423231
643	0.1455315924	0.9567423231
644	0.1455294271	0.9567423231
645	0.145529202	0.9567423231
646	0.1455080131	0.956704177
647	0.1454978962	0.956704177
648	0.1454502884	0.9567423231
649	0.1454494036	0.9567423231
650	0.1454445207	0.9567804692
651	0.1454306781	0.9567804692
652	0.1454065239	0.9567804692
653	0.1454034846	0.9567423231
654	0.1453612101	0.9567804692
655	0.1453527305	0.9568186153
656	0.145352003	0.9568186153
657	0.1453349764	0.9568186153
658	0.1453325294	0.9568186153
659	0.1453201697	0.9568186153
660	0.1453174489	0.9568567614
661	0.1453150441	0.9568567614
662	0.1452969878	0.9568567614
663	0.1452956163	0.9568567614
664	0.1452922843	0.9568567614
665	0.1452908248	0.9568567614
666	0.1452303174	0.9569330536
667	0.1452023485	0.9568949075
668	0.1451976992	0.9568949075
669	0.1451904198	0.9568567614
670	0.1451546079	0.9568186153
671	0.145130486	0.9568186153
672	0.1451285147	0.9568186153
673	0.1451185476	0.9568949075
674	0.1451144703	0.9568949075
675	0.1450937781	0.9567804692
676	0.1450581844	0.9568186153
677	0.1450439185	0.9568186153
678	0.1449942563	0.9568186153
679	0.1449931536	0.9568186153
680	0.1449924846	0.9568186153
681	0.1449814016	0.9568567614
682	0.1449281804	0.9568949075
683	0.1449253989	0.9569330536
684	0.1449253292	0.9569330536
685	0.1449245081	0.9569330536
686	0.1449210633	0.9569330536
687	0.1449006242	0.9568186153
688	0.1448850241	0.9568186153
689	0.1448825835	0.9568186153
690	0.1448736055	0.9568949075
691	0.1448599317	0.9569330536
692	0.1448552385	0.9569330536
693	0.1448476358	0.9569330536
694	0.1448462856	0.9569330536
695	0.1448375686	0.9569711997
696	0.1448221141	0.9569711997
697	0.1448209961	0.9569711997
698	0.1448069654	0.9569711997
699	0.1447714419	0.9569711997
700	0.1447626258	0.9570093458
701	0.1447615211	0.9570093458
702	0.1447607476	0.9570093458
703	0.1447268647	0.9569711997
704	0.1447262568	0.9569711997
705	0.1447039102	0.9570474919
706	0.1447022979	0.9570474919
707	0.1446690093	0.9571619302
708	0.1446674532	0.9571619302
709	0.1446577895	0.9571237841
710	0.1446486681	0.9571237841
711	0.1446459593	0.9571237841
712	0.1446260165	0.9571619302
713	0.1446072523	0.9571619302
714	0.1446068136	0.9571619302
715	0.144596723	0.9571237841
716	0.1445786882	0.9571237841
717	0.1445784883	0.9571237841
718	0.1445784395	0.9571237841
719	0.1445601694	0.9571237841
720	0.144493274	0.957085638
721	0.1444912653	0.957085638
722	0.1444843493	0.957085638
723	0.1444835189	0.957085638
724	0.1444368223	0.9571237841
725	0.1444367831	0.9571237841
726	0.1444230393	0.9571619302
727	0.1444171142	0.9571619302
728	0.1443431655	0.9571237841
729	0.1443394211	0.9571619302
730	0.1443352764	0.9571619302
731	0.1443332586	0.9571619302
732	0.1443017619	0.9572763685
733	0.1442953728	0.9572763685
734	0.1442932819	0.9572763685
735	0.1442501434	0.9572763685
736	0.1442402299	0.9572382224
737	0.1442401217	0.9572382224
738	0.1442400435	0.9572382224
739	0.1442341844	0.9572000763
740	0.1442316806	0.9571619302
741	0.1442286738	0.9571619302
742	0.1442278678	0.9571619302
743	0.1442266484	0.9571619302
744	0.1441631462	0.9572000763
745	0.144156535	0.9572000763
746	0.1441466125	0.9572382224
747	0.1441453718	0.9572000763
748	0.1441260786	0.9572763685
749	0.1441120216	0.9572763685
750	0.1440779025	0.9572763685
751	0.1440627182	0.9572763685
752	0.144053246	0.9572763685
753	0.144017023	0.9572382224
754	0.143952168	0.9572763685
755	0.1439451529	0.9573145146
756	0.1439449055	0.9573145146
757	0.1439268011	0.9573145146
758	0.1439070991	0.9573526607
759	0.1438810523	0.9574289529
760	0.143880635	0.9574289529
761	0.1438780159	0.957467099
762	0.1438717245	0.957467099
763	0.1438611268	0.957467099
764	0.143816563	0.9575052451
765	0.1438099262	0.9575433912
766	0.1438085204	0.9575433912
767	0.1438021449	0.9575433912
768	0.1437712075	0.9575052451
769	0.1437655346	0.9575815373
770	0.1437351773	0.9575433912
771	0.14372758	0.9575433912
772	0.1437262465	0.9575815373
773	0.143707552	0.9576196834
774	0.1436789849	0.9576959756
775	0.1436788859	0.9576959756
776	0.143678336	0.9576959756
777	0.1436767135	0.9576959756
778	0.1436760259	0.9576959756
779	0.1436603207	0.9576959756
780	0.1436411376	0.9576578295
781	0.143617384	0.9577341217
782	0.1435827771	0.9576578295
783	0.1435761691	0.9576578295
784	0.1435719771	0.9576959756
785	0.1435697446	0.9577341217
786	0.1435642214	0.9577341217
787	0.1435638132	0.9577341217
788	0.1435578704	0.9577341217
789	0.143557518	0.9577341217
790	0.1435509701	0.9577341217
791	0.1435354808	0.9576959756
792	0.1435336257	0.9576959756
793	0.1435168948	0.9576959756
794	0.1435168434	0.9576959756
795	0.1435127004	0.9576959756
796	0.1435104901	0.9576959756
797	0.1435103539	0.9576959756
798	0.1435071169	0.9576959756
799	0.143500524	0.9576959756
800	0.1434967224	0.9576959756
801	0.1434943349	0.9576959756
802	0.1434849219	0.9576959756
803	0.1434630423	0.9576578295
804	0.1434603449	0.9576196834
805	0.1434263619	0.9576578295
806	0.1433750746	0.9576578295
807	0.1433680106	0.9576578295
808	0.1433602007	0.9576578295
809	0.1433322456	0.9576578295
810	0.1433285639	0.9576578295
811	0.1433174104	0.9576959756
812	0.143316679	0.9576959756
813	0.1433006743	0.9576959756
814	0.1432901312	0.9576959756
815	0.1432329149	0.9577722678
816	0.1432208505	0.9576959756
817	0.143219945	0.9576959756
818	0.1432030889	0.9576196834
819	0.1431668649	0.9575433912
820	0.143146289	0.9576196834
821	0.1431438753	0.9576196834
822	0.1431421188	0.9576196834
823	0.1431415943	0.9576196834
824	0.1431400624	0.9576196834
825	0.143139722	0.9576196834
826	0.1431181709	0.9576196834
827	0.1430977048	0.9576578295
828	0.1430921108	0.9576578295
829	0.1430914821	0.9576578295
830	0.1430746788	0.9576578295
831	0.1430745455	0.9576578295
832	0.1430270102	0.9576578295
833	0.1430211922	0.9576578295
834	0.14301916	0.9576578295
835	0.1430138303	0.9576196834
836	0.1430122188	0.9576196834
837	0.1430104305	0.9576196834
838	0.1430103418	0.9576196834
839	0.1430020956	0.9576959756
840	0.1429793744	0.9575815373
841	0.1429792945	0.9575815373
842	0.1429598757	0.9576196834
843	0.1429582889	0.9576196834
844	0.1429578039	0.9576196834
845	0.1429571363	0.9576196834
846	0.1429547722	0.9576196834
847	0.1429547056	0.9576196834
848	0.1429427533	0.9575433912
849	0.1429109874	0.9576196834
850	0.1429092187	0.9576196834
851	0.1428985888	0.9576578295
852	0.1428955608	0.9576578295
853	0.1428885373	0.9576578295
854	0.1428877307	0.9576578295
855	0.1428865081	0.9576578295
856	0.1428863215	0.9576578295
857	0.1428862727	0.9576578295
858	0.1428833117	0.9576578295
859	0.1428806624	0.9575815373
860	0.1428806055	0.9575815373
861	0.1428508916	0.9575433912
862	0.1428508688	0.9575433912
863	0.1428494451	0.9575433912
864	0.1428489626	0.9575433912
865	0.142839926	0.9575815373
866	0.1428247655	0.9576196834
867	0.1428245264	0.9576196834
868	0.1427360415	0.9576959756
869	0.142722863	0.9576959756
870	0.1427221372	0.9576959756
871	0.142695832	0.9577341217
872	0.1426957922	0.9577341217
873	0.1426905118	0.9577341217
874	0.1426896431	0.9577341217
875	0.1426880157	0.9577341217
876	0.1426815911	0.9576959756
877	0.1426784669	0.9577722678
878	0.1426733772	0.9576959756
879	0.1426686667	0.9576959756
880	0.1426556345	0.9576959756
881	0.1426555447	0.9576959756
